"","X","gene_id1","gene_name1","entry1","uid1","seq1_len","organism1","bit1","Neff1","NeffL1","aln1","gene_id2","gene_name2","entry2","uid2","seq2_len","organism2","bit2","Neff2","NeffL2","aln2","prefix","r_start_1","r_end_1","r_start_2","r_end_2","shared_domain","uid1_Pfam_domain","uid2_Pfam_domain","test","string","test2","pairwise_identity","X3d","complex_3d","3d","ecs_complete","ecs_anomaly"
"863",1055202,"ENSG00000103512","NOMO1","Q15155","NOMO1_HUMAN",1222,"Homo sapiens (Human)",0.2,244.6,0.200163666121113,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NOMO1_HUMAN_1-1222_b0.2/align/NOMO1_HUMAN_1-1222_b0.2","ENSG00000136521","NDUFB5","O43674","NDUB5_HUMAN",189,"Homo sapiens (Human)",0.4,207.2,1.0962962962963,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUB5_HUMAN_1-189_b0.4/align/NDUB5_HUMAN_1-189_b0.4","sepmito_01055202",1,1222,1,189,NA,"PF17802;","PF09781;","Q15155 O43674",0,"O43674 Q15155",6.7,NA,NA,NA,"Complete"," "
"479",1309454,"ENSG00000075240","GRAMD4","Q6IC98","GRAM4_HUMAN",578,"Homo sapiens (Human)",0.2,92,0.15916955017301,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/GRAM4_HUMAN_1-578_b0.2/align/GRAM4_HUMAN_1-578_b0.2","ENSG00000096080","MRPS18A","Q9NVS2","RT18A_HUMAN",196,"Homo sapiens (Human)",0.2,672.9,3.43316326530612,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT18A_HUMAN_1-196_b0.2/align/RT18A_HUMAN_1-196_b0.2","sepmito_01309454",1,578,1,196,NA,"PF02893;","PF01084;","Q6IC98 Q9NVS2",0,"Q9NVS2 Q6IC98",8.3,NA,NA,NA,"Complete"," "
"925",617980,"ENSG00000084090","STARD7","Q9NQZ5","STAR7_HUMAN",370,"Homo sapiens (Human)",0.2,1131.4,3.05783783783784,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/STAR7_HUMAN_1-370_b0.2/align/STAR7_HUMAN_1-370_b0.2","ENSG00000130255","RPL36","Q9Y3U8","RL36_HUMAN",105,"Homo sapiens (Human)",0.2,382.6,3.64380952380952,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RL36_HUMAN_1-105_b0.2/align/RL36_HUMAN_1-105_b0.2","sepmito_00617980",1,370,1,105,NA,"PF01852;","PF01158;","Q9NQZ5 Q9Y3U8",0,"Q9Y3U8 Q9NQZ5",9.7,NA,NA,NA,"Complete"," "
"2650",1229006,"ENSG00000154237","LRRK1","Q38SD2","LRRK1_HUMAN",2015,"Homo sapiens (Human)",0.3,129.9,0.0644665012406948,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/LRRK1_HUMAN_1-2015_b0.3/align/LRRK1_HUMAN_1-2015_b0.3","ENSG00000173085","COQ2","Q96H96","COQ2_HUMAN",371,"Homo sapiens (Human)",0.2,17236.8,46.4603773584906,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COQ2_HUMAN_1-371_b0.2/align/COQ2_HUMAN_1-371_b0.2","sepmito_01229006",1,2015,1,371,NA,"PF16095;PF00069;","PF01040;","Q38SD2 Q96H96",0,"Q96H96 Q38SD2",7.2,NA,NA,NA,"Complete"," "
"3549",995581,"ENSG00000175727","MLXIP","Q9HAP2","MLXIP_HUMAN",919,"Homo sapiens (Human)",0.2,314.9,0.34265505984766,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MLXIP_HUMAN_1-919_b0.2/align/MLXIP_HUMAN_1-919_b0.2","ENSG00000167755","KLK6","Q92876","KLK6_HUMAN",244,"Homo sapiens (Human)",0.4,24184.6,99.1172131147541,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/KLK6_HUMAN_1-244_b0.4/align/KLK6_HUMAN_1-244_b0.4","sepmito_00995581",1,919,1,244,NA,"PF00010;","PF00089;","Q9HAP2 Q92876",0,"Q92876 Q9HAP2",8.2,NA,NA,NA,"Complete"," "
"1785",1206908,"ENSG00000107099","DOCK8","Q8NF50","DOCK8_HUMAN",2099,"Homo sapiens (Human)",0.2,144.4,0.0687946641257742,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/DOCK8_HUMAN_1-2099_b0.2/align/DOCK8_HUMAN_1-2099_b0.2","ENSG00000170906","NDUFA3","O95167","NDUA3_HUMAN",84,"Homo sapiens (Human)",0.2,747.2,8.8952380952381,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUA3_HUMAN_1-84_b0.2/align/NDUA3_HUMAN_1-84_b0.2","sepmito_01206908",1,2099,1,84,NA,"PF06920;PF14429;PF11878;","PF14987;","Q8NF50 O95167",0,"O95167 Q8NF50",1.8,NA,NA,NA,"Complete"," "
"2892",337596,"ENSG00000005156","LIG3","P49916","DNLI3_HUMAN",1009,"Homo sapiens (Human)",0.2,3578.5,3.54658077304262,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/DNLI3_HUMAN_1-1009_b0.2/align/DNLI3_HUMAN_1-1009_b0.2","ENSG00000137106","GRHPR","Q9UBQ7","GRHPR_HUMAN",328,"Homo sapiens (Human)",0.8,26221.5,79.9435975609756,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/GRHPR_HUMAN_1-328_b0.8/align/GRHPR_HUMAN_1-328_b0.8","sepmito_00337596",1,1009,1,328,NA,"PF04679;PF01068;PF04675;PF16759;PF00645;","PF00389;PF02826;","P49916 Q9UBQ7",0,"Q9UBQ7 P49916",9.7,NA,NA,NA,"Complete"," "
"4055",886524,"ENSG00000090263","MRPS33","Q9Y291","RT33_HUMAN",106,"Homo sapiens (Human)",0.2,477.4,4.50377358490566,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT33_HUMAN_1-106_b0.2/align/RT33_HUMAN_1-106_b0.2","ENSG00000179091","CYC1","P08574","CY1_HUMAN",325,"Homo sapiens (Human)",0.2,2327.9,7.16276923076923,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CY1_HUMAN_1-325_b0.2/align/CY1_HUMAN_1-325_b0.2","sepmito_00886524",1,106,1,325,NA,"PF08293;","PF02167;","Q9Y291 P08574",0,"P08574 Q9Y291",7.7,NA,NA,NA,"Complete"," "
"290",59258,"ENSG00000204394","VARS","P26640","SYVC_HUMAN",1264,"Homo sapiens (Human)",0.2,15628.1,12.364003164557,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SYVC_HUMAN_1-1264_b0.2/align/SYVC_HUMAN_1-1264_b0.2","ENSG00000185633","NDUFA4L2","Q9NRX3","NUA4L_HUMAN",87,"Homo sapiens (Human)",0.2,1918.5,22.051724137931,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NUA4L_HUMAN_1-87_b0.2/align/NUA4L_HUMAN_1-87_b0.2","sepmito_00059258",1,1264,1,87,NA,"PF08264;PF00043;PF00133;","PF06522;","P26640 Q9NRX3",0,"Q9NRX3 P26640",3.4,NA,NA,NA,"Complete"," "
"4267",693335,"ENSG00000104381","GDAP1","Q8TB36","GDAP1_HUMAN",358,"Homo sapiens (Human)",0.3,851.2,2.37765363128492,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/GDAP1_HUMAN_1-358_b0.3/align/GDAP1_HUMAN_1-358_b0.3","ENSG00000187581","COX8C","Q7Z4L0","COX8C_HUMAN",72,"Homo sapiens (Human)",0.3,291.1,4.04305555555556,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COX8C_HUMAN_1-72_b0.3/align/COX8C_HUMAN_1-72_b0.3","sepmito_00693335",1,358,1,72,NA,"PF13417;","PF02285;","Q8TB36 Q7Z4L0",0,"Q7Z4L0 Q8TB36",7,NA,NA,NA,"Complete"," "
"1200",171639,"ENSG00000139131","YARS2","Q9Y2Z4","SYYM_HUMAN",477,"Homo sapiens (Human)",0.4,7694.7,16.1314465408805,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SYYM_HUMAN_1-477_b0.4/align/SYYM_HUMAN_1-477_b0.4","ENSG00000127184","COX7C","P15954","COX7C_HUMAN",63,"Homo sapiens (Human)",0.2,3786.4,60.1015873015873,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COX7C_HUMAN_1-63_b0.2/align/COX7C_HUMAN_1-63_b0.2","sepmito_00171639",1,477,1,63,NA,"PF00579;","PF02935;","Q9Y2Z4 P15954",0,"P15954 Q9Y2Z4",5.9,NA,NA,NA,"Complete"," "
"3496",1174389,"ENSG00000179364","PACS2","Q86VP3","PACS2_HUMAN",889,"Homo sapiens (Human)",0.3,170.5,0.191788526434196,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/PACS2_HUMAN_1-889_b0.3/align/PACS2_HUMAN_1-889_b0.3","ENSG00000084207","GSTP1","P09211","GSTP1_HUMAN",210,"Homo sapiens (Human)",0.4,7599.7,36.1890476190476,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/GSTP1_HUMAN_1-210_b0.4/align/GSTP1_HUMAN_1-210_b0.4","sepmito_01174389",1,889,1,210,NA,"PF10254;","PF14497;PF02798;","Q86VP3 P09211",0,"P09211 Q86VP3",7.2,NA,NA,NA,"Complete"," "
"4381",1196285,"ENSG00000104442","ARMC1","Q9NVT9","ARMC1_HUMAN",282,"Homo sapiens (Human)",0.2,154.7,0.548581560283688,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ARMC1_HUMAN_1-282_b0.2/align/ARMC1_HUMAN_1-282_b0.2","ENSG00000164919","COX6C","P09669","COX6C_HUMAN",75,"Homo sapiens (Human)",0.3,376.2,5.016,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COX6C_HUMAN_1-75_b0.3/align/COX6C_HUMAN_1-75_b0.3","sepmito_01196285",1,282,1,75,NA,"PF00514;","PF02937;","Q9NVT9 P09669",0,"P09669 Q9NVT9",9.6,NA,NA,NA,"Complete"," "
"4421",255271,"ENSG00000144182","LIPT1","Q9Y234","LIPT_HUMAN",373,"Homo sapiens (Human)",0.2,5180.4,13.888471849866,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/LIPT_HUMAN_1-373_b0.2/align/LIPT_HUMAN_1-373_b0.2","ENSG00000132286","TIMM10B","Q9Y5J6","T10B_HUMAN",103,"Homo sapiens (Human)",0.2,1728.6,16.7825242718447,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/T10B_HUMAN_1-103_b0.2/align/T10B_HUMAN_1-103_b0.2","sepmito_00255271",1,373,1,103,NA,NA,"PF02953;","Q9Y234 Q9Y5J6",0,"Q9Y5J6 Q9Y234",8.3,NA,NA,NA,"Complete"," "
"4369",1106246,"ENSG00000112992","NNT","Q13423","NNTM_HUMAN",1086,"Homo sapiens (Human)",0.4,210,0.193370165745856,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NNTM_HUMAN_1-1086_b0.4/align/NNTM_HUMAN_1-1086_b0.4","ENSG00000242114","MTFP1","Q9UDX5","MTFP1_HUMAN",166,"Homo sapiens (Human)",0.2,364.5,2.19578313253012,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MTFP1_HUMAN_1-166_b0.2/align/MTFP1_HUMAN_1-166_b0.2","sepmito_01106246",1,1086,1,166,NA,"PF01262;PF05222;PF02233;PF12769;","PF10558;","Q13423 Q9UDX5",0,"Q9UDX5 Q13423",5.7,NA,NA,NA,"Complete"," "
"2217",918008,"ENSG00000054523","KIF1B","O60333","KIF1B_HUMAN",1816,"Homo sapiens (Human)",0.2,425.1,0.2340859030837,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/KIF1B_HUMAN_1-1816_b0.2/align/KIF1B_HUMAN_1-1816_b0.2","ENSG00000187118","CMC1","Q7Z7K0","COXM1_HUMAN",106,"Homo sapiens (Human)",0.2,1735.1,16.3688679245283,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COXM1_HUMAN_1-106_b0.2/align/COXM1_HUMAN_1-106_b0.2","sepmito_00918008",1,1816,1,106,NA,"PF12473;PF00498;PF12423;PF00225;PF16183;PF00169;","PF08583;","O60333 Q7Z7K0",0,"Q7Z7K0 O60333",2.3,NA,NA,NA,"Complete"," "
"2599",1348430,"ENSG00000146250","PRSS35","Q8N3Z0","PRS35_HUMAN",413,"Homo sapiens (Human)",0.6,64.3,0.155690072639225,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/PRS35_HUMAN_1-413_b0.6/align/PRS35_HUMAN_1-413_b0.6","ENSG00000214827","MTCP1","P56278","MTCP1_HUMAN",107,"Homo sapiens (Human)",0.2,87.3,0.81588785046729,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MTCP1_HUMAN_1-107_b0.2/align/MTCP1_HUMAN_1-107_b0.2","sepmito_01348430",1,413,1,107,NA,"PF00089;","PF01840;","Q8N3Z0 P56278",0,"P56278 Q8N3Z0",7.5,NA,NA,NA,"Complete"," "
"2112",177263,"ENSG00000123191","ATP7B","P35670","ATP7B_HUMAN",1465,"Homo sapiens (Human)",0.2,7519.3,5.13262798634812,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATP7B_HUMAN_1-1465_b0.2/align/ATP7B_HUMAN_1-1465_b0.2","ENSG00000114120","SLC25A36","Q96CQ1","S2536_HUMAN",311,"Homo sapiens (Human)",0.2,16825.8,54.1022508038585,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/S2536_HUMAN_1-311_b0.2/align/S2536_HUMAN_1-311_b0.2","sepmito_00177263",1,1465,1,311,NA,"PF00403;","PF00153;","P35670 Q96CQ1",0,"Q96CQ1 P35670",7.4,NA,NA,NA,"Complete"," "
"3890",1037251,"ENSG00000147123","NDUFB11","Q9NX14","NDUBB_HUMAN",153,"Homo sapiens (Human)",0.2,259.4,1.69542483660131,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUBB_HUMAN_1-153_b0.2/align/NDUBB_HUMAN_1-153_b0.2","ENSG00000151576","QTRTD1","Q9H974","QTRT2_HUMAN",415,"Homo sapiens (Human)",0.2,6536.7,15.7510843373494,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/QTRT2_HUMAN_1-415_b0.2/align/QTRT2_HUMAN_1-415_b0.2","sepmito_01037251",1,153,1,415,NA,"PF10183;","PF01702;","Q9NX14 Q9H974",0,"Q9H974 Q9NX14",9.4,NA,NA,NA,"Complete"," "
"2617",1225545,"ENSG00000184347","SLIT3","O75094","SLIT3_HUMAN",1523,"Homo sapiens (Human)",0.2,131.8,0.0865397242284964,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SLIT3_HUMAN_1-1523_b0.2/align/SLIT3_HUMAN_1-1523_b0.2","ENSG00000175110","MRPS22","P82650","RT22_HUMAN",360,"Homo sapiens (Human)",0.2,211.4,0.587222222222222,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT22_HUMAN_1-360_b0.2/align/RT22_HUMAN_1-360_b0.2","sepmito_01225545",1,1523,1,360,NA,"PF00008;PF12661;PF02210;PF13855;PF01463;PF01462;","PF10245;","O75094 P82650",0,"P82650 O75094",7.9,NA,NA,NA,"Complete"," "
"2417",1226477,"ENSG00000116685","KIAA2013","Q8IYS2","K2013_HUMAN",634,"Homo sapiens (Human)",0.3,131.6,0.207570977917981,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/K2013_HUMAN_1-634_b0.3/align/K2013_HUMAN_1-634_b0.3","ENSG00000135441","BLOC1S1","P78537","BL1S1_HUMAN",153,"Homo sapiens (Human)",0.2,3816.8,24.9464052287582,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/BL1S1_HUMAN_1-153_b0.2/align/BL1S1_HUMAN_1-153_b0.2","sepmito_01226477",1,634,1,153,NA,NA,"PF06320;","Q8IYS2 P78537",0,"P78537 Q8IYS2",9.6,NA,NA,NA,"Complete"," "
"2904",192813,"ENSG00000086991","NOX4","Q9NPH5","NOX4_HUMAN",578,"Homo sapiens (Human)",0.2,7049,12.1955017301038,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NOX4_HUMAN_1-578_b0.2/align/NOX4_HUMAN_1-578_b0.2","ENSG00000189037","DUSP21","Q9H596","DUS21_HUMAN",190,"Homo sapiens (Human)",0.2,14506,76.3473684210526,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/DUS21_HUMAN_1-190_b0.2/align/DUS21_HUMAN_1-190_b0.2","sepmito_00192813",1,578,1,190,NA,"PF08022;PF01794;PF08030;","PF00782;","Q9NPH5 Q9H596",0,"Q9H596 Q9NPH5",9.3,NA,NA,NA,"Complete"," "
"1308",959480,"ENSG00000139437","TCHP","Q9BT92","TCHP_HUMAN",498,"Homo sapiens (Human)",0.2,363.9,0.730722891566265,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/TCHP_HUMAN_1-498_b0.2/align/TCHP_HUMAN_1-498_b0.2","ENSG00000132286","TIMM10B","Q9Y5J6","T10B_HUMAN",103,"Homo sapiens (Human)",0.2,1728.6,16.7825242718447,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/T10B_HUMAN_1-103_b0.2/align/T10B_HUMAN_1-103_b0.2","sepmito_00959480",1,498,1,103,NA,"PF13868;","PF02953;","Q9BT92 Q9Y5J6",0,"Q9Y5J6 Q9BT92",6.2,NA,NA,NA,"Complete"," "
"843",485890,"ENSG00000109846","CRYAB","P02511","CRYAB_HUMAN",175,"Homo sapiens (Human)",0.4,1833.6,10.4777142857143,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CRYAB_HUMAN_1-175_b0.4/align/CRYAB_HUMAN_1-175_b0.4","ENSG00000110911","SLC11A2","P49281","NRAM2_HUMAN",568,"Homo sapiens (Human)",0.2,6346.4,11.1732394366197,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NRAM2_HUMAN_1-568_b0.2/align/NRAM2_HUMAN_1-568_b0.2","sepmito_00485890",1,175,1,568,NA,"PF00525;PF00011;","PF01566;","P02511 P49281",0,"P49281 P02511",9.1,NA,NA,NA,"Complete"," "
"3279",869027,"ENSG00000100335","MIEF1","Q9NQG6","MID51_HUMAN",463,"Homo sapiens (Human)",0.2,501.2,1.08250539956803,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MID51_HUMAN_1-463_b0.2/align/MID51_HUMAN_1-463_b0.2","ENSG00000135002","RFK","Q969G6","RIFK_HUMAN",155,"Homo sapiens (Human)",0.2,10288,66.3741935483871,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RIFK_HUMAN_1-155_b0.2/align/RIFK_HUMAN_1-155_b0.2","sepmito_00869027",1,463,1,155,NA,"PF03281;","PF01687;","Q9NQG6 Q969G6",0,"Q969G6 Q9NQG6",9.7,NA,NA,NA,"Complete"," "
"1752",20783,"ENSG00000033050","ABCF2","Q9UG63","ABCF2_HUMAN",623,"Homo sapiens (Human)",0.3,21848.1,35.0691813804173,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ABCF2_HUMAN_1-623_b0.3/align/ABCF2_HUMAN_1-623_b0.3","ENSG00000076043","REXO2","Q9Y3B8","ORN_HUMAN",237,"Homo sapiens (Human)",0.2,15765.1,66.5194092827004,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ORN_HUMAN_1-237_b0.2/align/ORN_HUMAN_1-237_b0.2","sepmito_00020783",1,623,1,237,NA,"PF00005;PF12848;","PF00929;","Q9UG63 Q9Y3B8",0,"Q9Y3B8 Q9UG63",9.9,NA,NA,NA,"Complete"," "
"1114",652579,"ENSG00000141391","PRELID3A","Q96N28","PLD3A_HUMAN",172,"Homo sapiens (Human)",0.2,1014.3,5.89709302325581,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/PLD3A_HUMAN_1-172_b0.2/align/PLD3A_HUMAN_1-172_b0.2","ENSG00000011376","LARS2","Q15031","SYLM_HUMAN",903,"Homo sapiens (Human)",0.2,7556.9,8.36866002214839,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SYLM_HUMAN_1-903_b0.2/align/SYLM_HUMAN_1-903_b0.2","sepmito_00652579",1,172,1,903,NA,"PF04707;","PF08264;PF00133;","Q96N28 Q15031",0,"Q15031 Q96N28",7.1,NA,NA,NA,"Complete"," "
"4247",1103688,"ENSG00000067177","PHKA1","P46020","KPB1_HUMAN",1223,"Homo sapiens (Human)",0.2,210.6,0.172199509403107,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/KPB1_HUMAN_1-1223_b0.2/align/KPB1_HUMAN_1-1223_b0.2","ENSG00000029639","TFB1M","Q8WVM0","TFB1M_HUMAN",346,"Homo sapiens (Human)",0.2,10912.4,31.5387283236994,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/TFB1M_HUMAN_1-346_b0.2/align/TFB1M_HUMAN_1-346_b0.2","sepmito_01103688",1,1223,1,346,NA,"PF00723;","PF00398;","P46020 Q8WVM0",0,"Q8WVM0 P46020",9,NA,NA,NA,"Complete"," "
"1518",1081094,"ENSG00000133121","STARD13","Q9Y3M8","STA13_HUMAN",1113,"Homo sapiens (Human)",0.2,223.7,0.200988319856244,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/STA13_HUMAN_1-1113_b0.2/align/STA13_HUMAN_1-1113_b0.2","ENSG00000130748","TMEM160","Q9NX00","TM160_HUMAN",188,"Homo sapiens (Human)",0.2,56.6,0.301063829787234,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/TM160_HUMAN_1-188_b0.2/align/TM160_HUMAN_1-188_b0.2","sepmito_01081094",1,1113,1,188,NA,"PF00620;PF07647;PF01852;",NA,"Q9Y3M8 Q9NX00",0,"Q9NX00 Q9Y3M8",6.9,NA,NA,NA,"Complete"," "
"1599",1254687,"ENSG00000163617","KIAA1407","Q8NCU4","CC191_HUMAN",936,"Homo sapiens (Human)",0.2,115.6,0.123504273504273,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CC191_HUMAN_1-936_b0.2/align/CC191_HUMAN_1-936_b0.2","ENSG00000258429","PDF","Q9HBH1","DEFM_HUMAN",243,"Homo sapiens (Human)",0.4,11894.3,48.9477366255144,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/DEFM_HUMAN_1-243_b0.4/align/DEFM_HUMAN_1-243_b0.4","sepmito_01254687",1,936,1,243,NA,NA,"PF01327;","Q8NCU4 Q9HBH1",0,"Q9HBH1 Q8NCU4",8.7,NA,NA,NA,"Complete"," "
"4145",778933,"ENSG00000112695","COX7A2","P14406","CX7A2_HUMAN",83,"Homo sapiens (Human)",0.2,676.6,8.15180722891566,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CX7A2_HUMAN_1-83_b0.2/align/CX7A2_HUMAN_1-83_b0.2","ENSG00000124523","SIRT5","Q9NXA8","SIR5_HUMAN",310,"Homo sapiens (Human)",0.2,12581.9,40.5867741935484,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SIR5_HUMAN_1-310_b0.2/align/SIR5_HUMAN_1-310_b0.2","sepmito_00778933",1,83,1,310,NA,"PF02238;","PF02146;","P14406 Q9NXA8",0,"Q9NXA8 P14406",9.3,NA,NA,NA,"Complete"," "
"1710",563124,"ENSG00000022267","FHL1","Q13642","FHL1_HUMAN",323,"Homo sapiens (Human)",0.2,1373,4.25077399380805,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/FHL1_HUMAN_1-323_b0.2/align/FHL1_HUMAN_1-323_b0.2","ENSG00000168273","SMIM4","Q8WVI0","SMIM4_HUMAN",70,"Homo sapiens (Human)",0.2,3115.5,44.5071428571429,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SMIM4_HUMAN_1-70_b0.2/align/SMIM4_HUMAN_1-70_b0.2","sepmito_00563124",1,323,1,70,NA,"PF00412;","PF15114;","Q13642 Q8WVI0",0,"Q8WVI0 Q13642",8,NA,NA,NA,"Complete"," "
"11",1372391,"ENSG00000254636","ARMS2","P0C7Q2","ARMS2_HUMAN",107,"Homo sapiens (Human)",0.2,40.4,0.377570093457944,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ARMS2_HUMAN_1-107_b0.2/align/ARMS2_HUMAN_1-107_b0.2","ENSG00000104687","GSR","P00390","GSHR_HUMAN",522,"Homo sapiens (Human)",0.3,28803.6,55.1793103448276,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/GSHR_HUMAN_1-522_b0.3/align/GSHR_HUMAN_1-522_b0.3","sepmito_01372391",1,107,1,522,NA,NA,"PF07992;PF02852;","P0C7Q2 P00390",0,"P00390 P0C7Q2",8.2,NA,NA,NA,"Complete"," "
"3761",324615,"ENSG00000170791","CHCHD7","Q9BUK0","CHCH7_HUMAN",85,"Homo sapiens (Human)",0.2,3739.7,43.9964705882353,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CHCH7_HUMAN_1-85_b0.2/align/CHCH7_HUMAN_1-85_b0.2","ENSG00000165526","RPUSD4","Q96CM3","RUSD4_HUMAN",377,"Homo sapiens (Human)",0.2,26219.1,69.5466843501326,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RUSD4_HUMAN_1-377_b0.2/align/RUSD4_HUMAN_1-377_b0.2","sepmito_00324615",1,85,1,377,NA,NA,"PF00849;","Q9BUK0 Q96CM3",0,"Q96CM3 Q9BUK0",8,NA,NA,NA,"Complete"," "
"223",1342823,"ENSG00000107518","ATRNL1","Q5VV63","ATRN1_HUMAN",1379,"Homo sapiens (Human)",0.2,67.1,0.0486584481508339,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATRN1_HUMAN_1-1379_b0.2/align/ATRN1_HUMAN_1-1379_b0.2","ENSG00000166902","MRPL16","Q9NX20","RM16_HUMAN",251,"Homo sapiens (Human)",0.2,2546.6,10.1458167330677,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM16_HUMAN_1-251_b0.2/align/RM16_HUMAN_1-251_b0.2","sepmito_01342823",1,1379,1,251,NA,"PF00431;PF07974;PF00059;PF01437;","PF00252;","Q5VV63 Q9NX20",0,"Q9NX20 Q5VV63",6.9,NA,NA,NA,"Complete"," "
