"","X","gene_id1","gene_name1","entry1","uid1","seq1_len","organism1","bit1","Neff1","NeffL1","aln1","gene_id2","gene_name2","entry2","uid2","seq2_len","organism2","bit2","Neff2","NeffL2","aln2","prefix","r_start_1","r_end_1","r_start_2","r_end_2","interface","complex_pdb","complex_chain1","complex_chain2","no_pairs","interface_architect","uid1_scl","uid2_Pfam","uid2_scl","uid1_Pfam","pairwise_identity","shared_domain","ecs_complete","ecs_anomaly","af3","test","iptm","ptm","ranking_score","diagonal","string","kurtosis","skewness","squared_skewness","max_ecs","R_squared","r","predict_diag","R2_predict_diag","r_predict_diag","na_contact_5A","ca_contact_15A"
"43",43,"ENSG00000115944","COX7A2L","O14548","COX7R_HUMAN",114,"Homo sapiens (Human)",0.2,432.1,3.79035087719298,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COX7R_HUMAN_1-114_b0.2/align/COX7R_HUMAN_1-114_b0.2","ENSG00000179091","CYC1","P08574","CY1_HUMAN",325,"Homo sapiens (Human)",0.2,2327.9,7.16276923076923,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CY1_HUMAN_1-325_b0.2/align/CY1_HUMAN_1-325_b0.2","sepmito_00913408",1,114,1,325,1,"7O37","I","D",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}.","IPR036909;IPR002326;IPR021157;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P07143}; Single-pass membrane protein {ECO:0000250|UniProtKB:P07143}.","IPR039297;IPR017267;IPR036539;IPR003177;",8.3,NA,"Complete"," ",NA,"sepmito_00913408_COX7R_CY1",NA,NA,NA,"FALSE",1,1.45207965275004,0.647088394271465,0.418723390000823,0.042982,"0.0602544999843255","-0.245467920479083","FALSE","FALSE","FALSE",NA,NA
"49",210,"ENSG00000117118","SDHB","P21912","SDHB_HUMAN",280,"Homo sapiens (Human)",0.2,3616.9,12.9175,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SDHB_HUMAN_1-280_b0.2/align/SDHB_HUMAN_1-280_b0.2","ENSG00000073578","SDHA","P31040","SDHA_HUMAN",664,"Homo sapiens (Human)",0.2,16614.7,25.0221385542169,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SDHA_HUMAN_1-664_b0.2/align/SDHA_HUMAN_1-664_b0.2","sepmito_00334055",1,280,1,664,1,"1NEK","B","A",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:37098072}; Peripheral membrane protein {ECO:0000269|PubMed:37098072}; Matrix side {ECO:0000269|PubMed:37098072}.","IPR003953;IPR036188;IPR003952;IPR037099;IPR015939;IPR030664;IPR027477;IPR011281;IPR014006;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:37098072}; Peripheral membrane protein {ECO:0000269|PubMed:37098072}; Matrix side {ECO:0000269|PubMed:37098072}.","IPR036010;IPR001041;IPR006058;IPR017896;IPR017900;IPR012675;IPR009051;IPR050573;IPR004489;IPR025192;",13.3,NA,"Complete"," ",NA,"sepmito_00334055_SDHB_SDHA",NA,NA,NA,"FALSE",1,0.727674429485212,0.328268325066372,0.107760093241881,0.084466,"0.187079169722392","-0.432526495977289","FALSE","FALSE","FALSE",NA,NA
"50",211,"ENSG00000117118","SDHB","P21912","SDHB_HUMAN",280,"Homo sapiens (Human)",0.2,3616.9,12.9175,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SDHB_HUMAN_1-280_b0.2/align/SDHB_HUMAN_1-280_b0.2","ENSG00000204370","SDHD","O14521","DHSD_HUMAN",159,"Homo sapiens (Human)",0.2,3468.2,21.8125786163522,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/DHSD_HUMAN_1-159_b0.2/align/DHSD_HUMAN_1-159_b0.2","sepmito_00334498",1,280,1,159,1,"1YQ3","B","D",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:37098072}; Peripheral membrane protein {ECO:0000269|PubMed:37098072}; Matrix side {ECO:0000269|PubMed:37098072}.","IPR007992;IPR034804;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:37098072, ECO:0000269|PubMed:9533030}; Multi-pass membrane protein {ECO:0000255}.","IPR036010;IPR001041;IPR006058;IPR017896;IPR017900;IPR012675;IPR009051;IPR050573;IPR004489;IPR025192;",12.5,NA,"Complete"," ",NA,"sepmito_00334498_SDHB_DHSD",NA,NA,NA,"FALSE",1,0.769193232927914,0.530372905827112,0.281295419235495,0.122208,"0.0885147756317141","-0.297514328447748","FALSE","FALSE","FALSE",NA,NA
"51",212,"ENSG00000117118","SDHB","P21912","SDHB_HUMAN",280,"Homo sapiens (Human)",0.2,3616.9,12.9175,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SDHB_HUMAN_1-280_b0.2/align/SDHB_HUMAN_1-280_b0.2","ENSG00000143252","SDHC","Q99643","C560_HUMAN",169,"Homo sapiens (Human)",0.2,6649.5,39.3461538461538,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/C560_HUMAN_1-169_b0.2/align/C560_HUMAN_1-169_b0.2","sepmito_00334371",1,280,1,169,1,"1YQ3","B","C",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:37098072}; Peripheral membrane protein {ECO:0000269|PubMed:37098072}; Matrix side {ECO:0000269|PubMed:37098072}.","IPR034804;IPR018495;IPR014314;IPR000701;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:37098072}; Multi-pass membrane protein {ECO:0000269|PubMed:37098072}.","IPR036010;IPR001041;IPR006058;IPR017896;IPR017900;IPR012675;IPR009051;IPR050573;IPR004489;IPR025192;",14.4,NA,"Complete"," ",NA,"sepmito_00334371_SDHB_C560",NA,NA,NA,"FALSE",1,1.62617597791114,0.463257728293461,0.214607722823618,0.17811,"0.00826074014049564","0.0908886139210827","FALSE","FALSE","FALSE",NA,NA
"53",411,"ENSG00000073578","SDHA","P31040","SDHA_HUMAN",664,"Homo sapiens (Human)",0.2,16614.7,25.0221385542169,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SDHA_HUMAN_1-664_b0.2/align/SDHA_HUMAN_1-664_b0.2","ENSG00000143252","SDHC","Q99643","C560_HUMAN",169,"Homo sapiens (Human)",0.2,6649.5,39.3461538461538,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/C560_HUMAN_1-169_b0.2/align/C560_HUMAN_1-169_b0.2","sepmito_00050496",1,664,1,169,1,"1YQ3","A","C",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:37098072}; Peripheral membrane protein {ECO:0000269|PubMed:37098072}; Matrix side {ECO:0000269|PubMed:37098072}.","IPR034804;IPR018495;IPR014314;IPR000701;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:37098072}; Multi-pass membrane protein {ECO:0000269|PubMed:37098072}.","IPR003953;IPR036188;IPR003952;IPR037099;IPR015939;IPR030664;IPR027477;IPR011281;IPR014006;",8.9,NA,"Complete"," ",NA,"sepmito_00050496_SDHA_C560",NA,NA,NA,"FALSE",1,0.614026852194907,0.496944584992427,0.246953920553295,0.049445,"0.0469137969211915","0.216595930066083","FALSE","FALSE","FALSE",NA,NA
"54",412,"ENSG00000167985","SDHAF2","Q9NX18","SDHF2_HUMAN",166,"Homo sapiens (Human)",0.2,1001.7,6.03433734939759,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SDHF2_HUMAN_1-166_b0.2/align/SDHF2_HUMAN_1-166_b0.2","ENSG00000073578","SDHA","P31040","SDHA_HUMAN",664,"Homo sapiens (Human)",0.2,16614.7,25.0221385542169,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SDHA_HUMAN_1-664_b0.2/align/SDHA_HUMAN_1-664_b0.2","sepmito_00653256",1,166,1,664,1,"6VAX","B","A",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000255|HAMAP-Rule:MF_03057, ECO:0000269|PubMed:19628817}.","IPR003953;IPR036188;IPR003952;IPR037099;IPR015939;IPR030664;IPR027477;IPR011281;IPR014006;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:37098072}; Peripheral membrane protein {ECO:0000269|PubMed:37098072}; Matrix side {ECO:0000269|PubMed:37098072}.","IPR005631;IPR036714;IPR028882;",8.1,NA,"Complete"," ",NA,"sepmito_00653256_SDHF2_SDHA",NA,NA,NA,"FALSE",1,1.20252425719023,0.911523370121124,0.830874854276972,0.037295,"1.62385088135929e-05","-0.00402970331582768","FALSE","FALSE","FALSE",NA,NA
"55",52,"ENSG00000169021","UQCRFS1","P47985","UCRI_HUMAN",274,"Homo sapiens (Human)",0.2,1951.2,7.12116788321168,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/UCRI_HUMAN_1-274_b0.2/align/UCRI_HUMAN_1-274_b0.2","ENSG00000010256","UQCRC1","P31930","QCR1_HUMAN",480,"Homo sapiens (Human)",0.2,38106.2,79.3879166666667,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/QCR1_HUMAN_1-480_b0.2/align/QCR1_HUMAN_1-480_b0.2","sepmito_00472336",1,274,1,480,1,"1BCC","E","A",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:31883641}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q5ZLR5}.","IPR011249;IPR050361;IPR011765;IPR007863;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P07256}; Peripheral membrane protein {ECO:0000250|UniProtKB:P07256}; Matrix side {ECO:0000250|UniProtKB:P07256}.","IPR037008;IPR011070;IPR017941;IPR036922;IPR014349;IPR005805;IPR004192;IPR006317;IPR015248;",16.6,NA,"Complete"," ",NA,"sepmito_00472336_UCRI_QCR1",NA,NA,NA,"FALSE",1,0.834872648094645,0.353746533063257,0.125136609654274,0.06246,"0.00804670986787586","-0.0897034551613028","FALSE","FALSE","FALSE",NA,NA
"56",53,"ENSG00000010256","UQCRC1","P31930","QCR1_HUMAN",480,"Homo sapiens (Human)",0.2,38106.2,79.3879166666667,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/QCR1_HUMAN_1-480_b0.2/align/QCR1_HUMAN_1-480_b0.2","ENSG00000140740","UQCRC2","P22695","QCR2_HUMAN",453,"Homo sapiens (Human)",0.2,38358.6,84.676821192053,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/QCR2_HUMAN_1-453_b0.2/align/QCR2_HUMAN_1-453_b0.2","sepmito_00003400",1,480,1,453,1,"1BCC","A","B",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P07256}; Peripheral membrane protein {ECO:0000250|UniProtKB:P07256}; Matrix side {ECO:0000250|UniProtKB:P07256}.","IPR011249;IPR050361;IPR011765;IPR001431;IPR007863;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P07257}; Peripheral membrane protein {ECO:0000250|UniProtKB:P07257}; Matrix side {ECO:0000250|UniProtKB:P07257}.","IPR011249;IPR050361;IPR011765;IPR007863;",21.2,NA,"Complete"," ",NA,"sepmito_00003400_QCR1_QCR2",NA,NA,NA,"TRUE",1,2.85491714014872,0.75488881523502,0.569857123366933,0.075132,"0.924683088569504","0.961604434562104","TRUE","TRUE","TRUE",NA,NA
"57",54,"ENSG00000164405","UQCRQ","O14949","QCR8_HUMAN",82,"Homo sapiens (Human)",0.2,731,8.91463414634146,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/QCR8_HUMAN_1-82_b0.2/align/QCR8_HUMAN_1-82_b0.2","ENSG00000010256","UQCRC1","P31930","QCR1_HUMAN",480,"Homo sapiens (Human)",0.2,38106.2,79.3879166666667,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/QCR1_HUMAN_1-480_b0.2/align/QCR1_HUMAN_1-480_b0.2","sepmito_00744981",1,82,1,480,1,"1BCC","G","A",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P08525}; Single-pass membrane protein {ECO:0000250|UniProtKB:P08525}.","IPR011249;IPR050361;IPR011765;IPR007863;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P07256}; Peripheral membrane protein {ECO:0000250|UniProtKB:P07256}; Matrix side {ECO:0000250|UniProtKB:P07256}.","IPR004205;IPR036642;",6.5,NA,"Complete"," ",NA,"sepmito_00744981_QCR8_QCR1",NA,NA,NA,"FALSE",1,0.773398198564869,0.399359917214183,0.159488343477319,0.014957,"0.014697121037549","-0.121231683307413","FALSE","FALSE","FALSE",NA,NA
"58",55,"ENSG00000184076","UQCR10","Q9UDW1","QCR9_HUMAN",63,"Homo sapiens (Human)",0.2,2415.6,38.3428571428571,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/QCR9_HUMAN_1-63_b0.2/align/QCR9_HUMAN_1-63_b0.2","ENSG00000010256","UQCRC1","P31930","QCR1_HUMAN",480,"Homo sapiens (Human)",0.2,38106.2,79.3879166666667,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/QCR1_HUMAN_1-480_b0.2/align/QCR1_HUMAN_1-480_b0.2","sepmito_00422426",1,63,1,480,1,"1BCC","J","A",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P22289}; Single-pass membrane protein {ECO:0000250|UniProtKB:P22289}.","IPR011249;IPR050361;IPR011765;IPR007863;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P07256}; Peripheral membrane protein {ECO:0000250|UniProtKB:P07256}; Matrix side {ECO:0000250|UniProtKB:P07256}.","IPR008027;IPR036656;",5.8,NA,"Complete"," ",NA,"sepmito_00422426_QCR9_QCR1",NA,NA,NA,"FALSE",1,0.573056012439547,0.443642871843754,0.196818997737774,0.052953,"0.0253025057217996","0.159067613679843","FALSE","FALSE","FALSE",NA,NA
"70",517,"ENSG00000112695","COX7A2","P14406","CX7A2_HUMAN",83,"Homo sapiens (Human)",0.2,676.6,8.15180722891566,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CX7A2_HUMAN_1-83_b0.2/align/CX7A2_HUMAN_1-83_b0.2","ENSG00000010256","UQCRC1","P31930","QCR1_HUMAN",480,"Homo sapiens (Human)",0.2,38106.2,79.3879166666667,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/QCR1_HUMAN_1-480_b0.2/align/QCR1_HUMAN_1-480_b0.2","sepmito_00778317",1,83,1,480,1,"5J4Z","BJ","AA",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Single-pass membrane protein {ECO:0000269|PubMed:30030519}.","IPR011249;IPR050361;IPR011765;IPR007863;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P07256}; Peripheral membrane protein {ECO:0000250|UniProtKB:P07256}; Matrix side {ECO:0000250|UniProtKB:P07256}.","IPR039297;IPR036539;IPR003177;",6.5,NA,"Complete"," ",NA,"sepmito_00778317_CX7A2_QCR1",NA,NA,NA,"FALSE",1,1.07919134273451,0.711192299391396,0.505794486713621,0.01522,"0.0416798629275605","0.204156466778695","FALSE","FALSE","FALSE",0,101
"74",521,"ENSG00000161281","COX7A1","P24310","CX7A1_HUMAN",79,"Homo sapiens (Human)",0.2,731.7,9.2620253164557,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CX7A1_HUMAN_1-79_b0.2/align/CX7A1_HUMAN_1-79_b0.2","ENSG00000010256","UQCRC1","P31930","QCR1_HUMAN",480,"Homo sapiens (Human)",0.2,38106.2,79.3879166666667,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/QCR1_HUMAN_1-480_b0.2/align/QCR1_HUMAN_1-480_b0.2","sepmito_00744135",1,79,1,480,1,"5J4Z","BJ","AA",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P07470}; Single-pass membrane protein {ECO:0000250|UniProtKB:P07470}.","IPR011249;IPR050361;IPR011765;IPR007863;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P07256}; Peripheral membrane protein {ECO:0000250|UniProtKB:P07256}; Matrix side {ECO:0000250|UniProtKB:P07256}.","IPR039297;IPR036539;IPR003177;",8.3,NA,"Complete"," ",NA,"sepmito_00744135_CX7A1_QCR1",NA,NA,NA,"FALSE",1,0.680390066266051,0.456395852736978,0.208297174395514,0.01187,"0.0128875216800705","-0.11352322088485","FALSE","FALSE","FALSE",0,101
"90",537,"ENSG00000127540","UQCR11","O14957","QCR10_HUMAN",56,"Homo sapiens (Human)",0.2,3494.9,62.4089285714286,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/QCR10_HUMAN_1-56_b0.2/align/QCR10_HUMAN_1-56_b0.2","ENSG00000010256","UQCRC1","P31930","QCR1_HUMAN",480,"Homo sapiens (Human)",0.2,38106.2,79.3879166666667,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/QCR1_HUMAN_1-480_b0.2/align/QCR1_HUMAN_1-480_b0.2","sepmito_00343962",1,56,1,480,1,"1BE3","K","A",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P37299}; Single-pass membrane protein {ECO:0000250|UniProtKB:P37299}.","IPR011249;IPR050361;IPR011765;IPR007863;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P07256}; Peripheral membrane protein {ECO:0000250|UniProtKB:P07256}; Matrix side {ECO:0000250|UniProtKB:P07256}.","IPR029027;IPR015089;",4.8,NA,"Complete"," ",NA,"sepmito_00343962_QCR10_QCR1",NA,NA,NA,"FALSE",1,0.606752411670095,0.436966111048899,0.190939382205199,0.040011,"0.000282788799104149","0.016816325374592","FALSE","FALSE","FALSE",NA,NA
"91",538,"ENSG00000198727","MT-CYB","P00156","CYB_HUMAN",380,"Homo sapiens (Human)",0.2,4046.8,10.6494736842105,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CYB_HUMAN_1-380_b0.2/align/CYB_HUMAN_1-380_b0.2","ENSG00000010256","UQCRC1","P31930","QCR1_HUMAN",480,"Homo sapiens (Human)",0.2,38106.2,79.3879166666667,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/QCR1_HUMAN_1-480_b0.2/align/QCR1_HUMAN_1-480_b0.2","sepmito_00304682",1,380,1,480,1,"1BCC","C","A",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P00157}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P00157}.","IPR011249;IPR050361;IPR011765;IPR007863;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P07256}; Peripheral membrane protein {ECO:0000250|UniProtKB:P07256}; Matrix side {ECO:0000250|UniProtKB:P07256}.","IPR005798;IPR036150;IPR005797;IPR027387;IPR030689;IPR048260;IPR048259;IPR016174;",15,NA,"Complete"," ",NA,"sepmito_00304682_CYB_QCR1",NA,NA,NA,"FALSE",1,0.791842542499942,0.359417495100471,0.129180935784297,0.045859,"0.000876080842557609","-0.0295986628508385","FALSE","FALSE","FALSE",NA,NA
"94",541,"ENSG00000115944","COX7A2L","O14548","COX7R_HUMAN",114,"Homo sapiens (Human)",0.2,432.1,3.79035087719298,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COX7R_HUMAN_1-114_b0.2/align/COX7R_HUMAN_1-114_b0.2","ENSG00000010256","UQCRC1","P31930","QCR1_HUMAN",480,"Homo sapiens (Human)",0.2,38106.2,79.3879166666667,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/QCR1_HUMAN_1-480_b0.2/align/QCR1_HUMAN_1-480_b0.2","sepmito_00912567",1,114,1,480,1,"5J4Z","BJ","AA",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}.","IPR011249;IPR050361;IPR011765;IPR007863;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P07256}; Peripheral membrane protein {ECO:0000250|UniProtKB:P07256}; Matrix side {ECO:0000250|UniProtKB:P07256}.","IPR039297;IPR017267;IPR036539;IPR003177;",8.8,NA,"Complete"," ",NA,"sepmito_00912567_COX7R_QCR1",NA,NA,NA,"FALSE",1,1.06473186043459,0.574084574032106,0.329573098141624,0.012272,"0.0195617040395356","0.139863161838762","FALSE","FALSE","FALSE",0,101
"100",71,"ENSG00000131828","PDHA1","P08559","ODPA_HUMAN",390,"Homo sapiens (Human)",0.2,13556,34.7589743589744,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ODPA_HUMAN_1-390_b0.2/align/ODPA_HUMAN_1-390_b0.2","ENSG00000168291","PDHB","P11177","ODPB_HUMAN",359,"Homo sapiens (Human)",0.2,27505.2,76.6161559888579,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ODPB_HUMAN_1-359_b0.2/align/ODPB_HUMAN_1-359_b0.2","sepmito_00075562",1,390,1,359,1,"1NI4","A","B",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion matrix.","IPR027110;IPR029061;IPR009014;IPR005475;IPR033248;","SUBCELLULAR LOCATION: Mitochondrion matrix.","IPR001017;IPR050642;IPR017597;IPR029061;",16.2,NA,"Complete"," ","complete","sepmito_00075562_ODPA_ODPB",0.84,0.87,0.88,"FALSE",1,13.5841074486959,1.12048753936026,1.25549232586161,0.309199,"0.299600976612426","0.547358179451469","FALSE","FALSE","FALSE",NA,NA
"106",96,"ENSG00000085760","MTIF2","P46199","IF2M_HUMAN",727,"Homo sapiens (Human)",0.2,7342.9,10.1002751031637,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/IF2M_HUMAN_1-727_b0.2/align/IF2M_HUMAN_1-727_b0.2","ENSG00000262814","MRPL12","P52815","RM12_HUMAN",198,"Homo sapiens (Human)",0.2,4021.4,20.310101010101,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM12_HUMAN_1-198_b0.2/align/RM12_HUMAN_1-198_b0.2","sepmito_00185200",1,727,1,198,1,"6GAW","BC","BL",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion.","IPR000206;IPR013823;IPR014719;IPR008932;IPR036235;","SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:27184847, ECO:0000269|PubMed:8626705}.","IPR053905;IPR044145;IPR027417;IPR005225;IPR000795;IPR000178;IPR015760;IPR023115;IPR036925;IPR009000;",9.1,NA,"Complete"," ",NA,"sepmito_00185200_IF2M_RM12",NA,NA,NA,"FALSE",1,0.80022480778238,0.396517663600504,0.157226257547203,0.078262,"0.000978153005141663","0.0312754377290177","FALSE","FALSE","FALSE",NA,NA
"135",102,"ENSG00000099624","ATP5F1D","P30049","ATPD_HUMAN",168,"Homo sapiens (Human)",0.8,360.8,2.14761904761905,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATPD_HUMAN_1-168_b0.8/align/ATPD_HUMAN_1-168_b0.8","ENSG00000124172","ATP5F1E","P56381","ATP5E_HUMAN",51,"Homo sapiens (Human)",0.2,4661.9,91.4098039215686,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATP5E_HUMAN_1-51_b0.2/align/ATP5E_HUMAN_1-51_b0.2","sepmito_00963072",1,168,1,51,1,"1E79","H","I",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.","IPR006721;IPR036742;","SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.","IPR036794;IPR001469;IPR020546;IPR048937;IPR036771;",10.7,NA,"Complete"," ",NA,"sepmito_00963072_ATPD_ATP5E",NA,NA,NA,"FALSE",1,1.72028540931157,0.598015600831072,0.357622658837348,0.151061,"0.106737376481145","-0.326706866290174","FALSE","FALSE","FALSE",NA,NA
"140",107,"ENSG00000099624","ATP5F1D","P30049","ATPD_HUMAN",168,"Homo sapiens (Human)",0.8,360.8,2.14761904761905,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATPD_HUMAN_1-168_b0.8/align/ATPD_HUMAN_1-168_b0.8","ENSG00000165629","ATP5F1C","P36542","ATPG_HUMAN",298,"Homo sapiens (Human)",0.2,7482.8,25.110067114094,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATPG_HUMAN_1-298_b0.2/align/ATPG_HUMAN_1-298_b0.2","sepmito_00962910",1,168,1,298,1,"6J5I","H","G",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.","IPR035968;IPR000131;IPR023632;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P05631}; Peripheral membrane protein {ECO:0000250|UniProtKB:P05631}; Matrix side {ECO:0000250|UniProtKB:P05631}.","IPR036794;IPR001469;IPR020546;IPR048937;IPR036771;",15.1,NA,"Complete"," ",NA,"sepmito_00962910_ATPD_ATPG",NA,NA,NA,"FALSE",1,1.25842732509947,0.60306412686084,0.363686341106427,0.067262,"0.0025081331278527","0.0500812652381376","FALSE","FALSE","FALSE",NA,NA
"155",1022,"ENSG00000099624","ATP5F1D","P30049","ATPD_HUMAN",168,"Homo sapiens (Human)",0.8,360.8,2.14761904761905,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATPD_HUMAN_1-168_b0.8/align/ATPD_HUMAN_1-168_b0.8","ENSG00000180389","ATP5EP2","Q5VTU8","AT5EL_HUMAN",51,"Homo sapiens (Human)",0.4,387,7.58823529411765,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/AT5EL_HUMAN_1-51_b0.4/align/AT5EL_HUMAN_1-51_b0.4","sepmito_00963581",1,168,1,51,1,"1E79","H","I",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.","IPR006721;IPR036742;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P56381}.","IPR036794;IPR001469;IPR020546;IPR048937;IPR036771;",9.5,NA,"Complete"," ","complete","sepmito_00963581_ATPD_AT5EL",0.72,0.73,0.86,"FALSE",0,2.09689628132653,0.757174192956639,0.573312758479538,0.158325,"0.00597207024697608","-0.0772791708481405","FALSE","FALSE","FALSE",NA,NA
